user_id,gender,country,recency,frequency,monetary,variable_costs,returns,cancelations,rfm_score,ret_score,c_score,customer_segment
43651,F,South Korea,200,2,288.94000148773193,121.90409070236966,0,0,244,1,1,Big Spenders
53227,M,China,157,2,373.98000526428223,175.26068253202149,0,0,244,1,1,Big Spenders
27972,M,United States,183,2,439.31000518798828,218.13074284793646,0,0,244,1,1,Big Spenders
50277,F,Japan,167,2,67.989999771118164,36.369569803446822,0,1,243,1,3,Big Spenders
36809,F,Australia,208,2,148.98999977111816,90.160649999197943,1,0,244,4,1,Big Spenders
84561,M,Belgium,168,2,287.44000244140625,148.60396142445222,0,0,244,1,1,Big Spenders
3969,F,China,193,2,223.98999786376953,110.2870688512794,0,0,244,1,1,Big Spenders
21746,M,China,203,3,1177.3299999237061,519.10228219558553,0,1,244,1,3,Big Spenders
38921,F,China,161,2,232.48000335693359,128.63954182703515,0,0,244,1,1,Big Spenders
16297,M,Japan,216,2,149.98000526428223,60.449901454231124,0,0,244,1,1,Big Spenders
94726,F,China,170,2,143.93999671936035,71.6305982524069,0,1,244,1,3,Big Spenders
56026,M,China,234,2,398.0,200.54599991068244,0,0,244,1,1,Big Spenders
24623,F,Spain,209,2,78.989999771118164,36.893769994474496,0,0,243,1,1,Big Spenders
43786,F,United States,198,2,111.48999977111816,57.205839789815094,0,0,243,1,1,Big Spenders
54291,M,United States,239,2,241.93999862670898,108.71529910275042,0,0,244,1,1,Big Spenders
24392,M,Brasil,194,2,181.98999977111816,77.3546796913591,0,0,244,1,1,Big Spenders
59077,F,United States,169,2,60.020000457763665,25.464150067894156,0,0,243,1,1,Big Spenders
57919,M,China,183,2,150.44000244140625,71.449581321729426,0,0,244,1,1,Big Spenders
61388,F,Brasil,171,2,184.98999977111816,94.002910020787425,0,0,244,1,1,Big Spenders
58777,F,China,232,2,130.51999855041504,56.129719484864466,1,1,244,4,3,Big Spenders
18393,M,France,198,2,175.45000076293945,96.341050366085767,0,0,244,1,1,Big Spenders
30627,F,United States,232,2,215.94999694824219,114.1890481931202,0,0,244,1,1,Big Spenders
87397,F,United States,157,2,77.970001220703125,40.647090535336957,0,0,243,1,1,Big Spenders
14921,M,United States,159,2,284.43999481201172,129.57555792717318,0,0,244,1,1,Big Spenders
52873,F,Brasil,222,2,59.660001754760742,27.508160671224964,0,0,243,1,1,Big Spenders
31653,M,United States,178,2,153.88999938964844,68.8700296679151,0,0,244,1,1,Big Spenders
22837,M,Brasil,196,2,427.98999977111816,232.32757942762046,0,0,244,1,1,Big Spenders
82610,F,United States,224,2,77.0,39.520999925211072,0,0,243,1,1,Big Spenders
38420,F,Brasil,202,2,265.02000713348389,118.73621334865592,0,0,244,1,1,Big Spenders
57646,F,Brasil,165,2,147.96999931335449,68.229029761637818,0,0,244,1,1,Big Spenders
62723,M,China,217,2,80.989999771118164,44.29638995733545,0,0,243,1,1,Big Spenders
84007,M,United States,202,2,234.5,102.95249974261969,0,0,244,1,1,Big Spenders
94783,M,Brasil,160,2,232.59999656677246,102.86709825302809,1,0,244,4,1,Big Spenders
63408,F,Brasil,225,2,94.0,46.750000054016709,0,1,243,1,3,Big Spenders
10986,M,South Korea,202,2,93.5,52.258000103523955,0,0,243,1,1,Big Spenders
53633,F,United States,192,2,74.0,32.722000062465668,0,0,243,1,1,Big Spenders
24889,F,China,161,2,197.98999786376953,97.723999027892944,0,0,244,1,1,Big Spenders
65259,F,Brasil,175,2,121.79000282287598,61.418381400010432,0,0,244,1,1,Big Spenders
10158,F,China,209,2,79.5,35.096500093350187,1,0,243,4,1,Big Spenders
1306,M,China,175,2,201.02000045776367,95.668060308876036,0,0,244,1,1,Big Spenders
53383,F,Brasil,166,2,346.21999359130859,147.17139784695058,0,0,244,1,1,Big Spenders
62560,M,China,183,2,179.94999694824219,65.907398751533037,0,0,244,1,1,Big Spenders
76626,M,Belgium,205,2,153.44000244140625,80.81136142021731,0,0,244,1,1,Big Spenders
98524,F,China,175,2,177.93000221252441,89.5674209544155,0,0,244,1,1,Big Spenders
77640,M,United States,169,2,59.950000762939453,32.643500481355936,0,0,243,1,1,Big Spenders
80496,M,Germany,223,2,195.44000244140625,102.04874148099891,0,0,244,1,1,Big Spenders
18142,M,China,182,2,200.16000366210938,106.16670180460363,0,0,244,1,1,Big Spenders
92718,F,Brasil,184,2,129.0,72.139000002294779,0,0,244,1,1,Big Spenders
66834,F,China,160,2,484.95000076293945,263.68215021242054,0,0,244,1,1,Big Spenders
41169,M,United Kingdom,216,2,74.980001449584961,40.504060691429828,0,0,243,1,1,Big Spenders
85650,F,China,191,2,165.50999641418457,77.713398158412559,0,0,244,1,1,Big Spenders
37214,F,China,214,2,188.61999702453613,105.17033818845809,0,0,244,1,1,Big Spenders
49895,F,China,243,2,80.430000305175781,38.702800290622562,0,0,243,1,1,Big Spenders
69462,M,Australia,176,2,104.95000076293945,48.697250537700953,0,0,243,1,1,Big Spenders
71240,F,China,180,2,121.79999923706055,77.862599598558248,0,0,244,1,1,Big Spenders
28417,F,China,162,2,97.09999942779541,47.437899676187335,0,0,243,1,1,Big Spenders
38276,F,China,156,2,72.970001220703125,34.931900490409134,0,0,243,1,1,Big Spenders
77220,M,United States,186,3,168.47000122070312,78.910440683250727,0,0,244,1,1,Big Spenders
75352,M,China,225,2,122.9900016784668,61.746600858816507,0,0,244,1,1,Big Spenders
8451,M,United States,162,2,105.45000076293945,54.229050533489136,0,0,243,1,1,Big Spenders
33478,M,France,235,2,186.97000122070312,108.58761092808038,0,0,244,1,1,Big Spenders
62953,F,United States,174,3,157.97999954223633,79.110669370763858,1,0,244,4,1,Big Spenders
22183,F,China,221,2,94.7400016784668,47.593800898079571,0,0,243,1,1,Big Spenders
27154,M,United States,239,2,86.389999389648438,40.164749643351882,0,0,243,1,1,Big Spenders
22038,F,China,237,2,199.83000183105469,101.79338103021763,0,0,244,1,1,Big Spenders
28930,M,China,220,2,154.99000549316406,64.950852058101063,0,0,244,1,1,Big Spenders
36078,M,Brasil,233,2,521.5,233.40999951050617,0,0,244,1,1,Big Spenders
96998,F,Brasil,189,2,262.48999977111816,125.99900018850714,0,0,244,1,1,Big Spenders
76676,F,Australia,,,,,0,1,0,1,3,Order Bailers
69794,F,Japan,,,,,0,1,0,1,3,Order Bailers
51676,M,Brasil,,,,,0,1,0,1,3,Order Bailers
79955,M,China,,,,,0,1,0,1,3,Order Bailers
56646,M,China,,,,,0,1,0,1,3,Order Bailers
7541,M,United States,,,,,0,1,0,1,3,Order Bailers
89560,M,Brasil,,,,,0,2,0,1,4,Order Bailers
88552,F,Spain,,,,,0,1,0,1,3,Order Bailers
93856,F,China,,,,,0,1,0,1,3,Order Bailers
66219,F,China,,,,,0,1,0,1,3,Order Bailers
38948,M,China,,,,,0,1,0,1,3,Order Bailers
840,M,China,,,,,0,1,0,1,3,Order Bailers
14060,M,China,,,,,0,1,0,1,3,Order Bailers
49195,M,China,,,,,0,1,0,1,3,Order Bailers
69745,F,United States,,,,,0,1,0,1,3,Order Bailers
19968,M,Germany,,,,,0,1,0,1,3,Order Bailers
16282,M,United States,,,,,0,1,0,1,3,Order Bailers
924,M,China,,,,,0,1,0,1,3,Order Bailers
35118,F,Australia,,,,,0,1,0,1,3,Order Bailers
48065,F,United Kingdom,,,,,0,1,0,1,3,Order Bailers
51833,F,China,,,,,0,1,0,1,3,Order Bailers
75598,F,United States,,,,,0,1,0,1,3,Order Bailers
9233,M,Brasil,,,,,0,1,0,1,3,Order Bailers
71592,F,China,,,,,0,1,0,1,3,Order Bailers
11054,F,Spain,,,,,0,1,0,1,3,Order Bailers
87667,M,Brasil,,,,,0,1,0,1,3,Order Bailers
7165,M,China,,,,,0,1,0,1,3,Order Bailers
34056,F,China,,,,,0,1,0,1,3,Order Bailers
74039,M,China,,,,,0,1,0,1,3,Order Bailers
72563,F,China,,,,,0,1,0,1,3,Order Bailers
85335,M,United States,,,,,0,1,0,1,3,Order Bailers
5015,M,United States,,,,,0,1,0,1,3,Order Bailers
6816,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
78726,F,Brasil,,,,,0,1,0,1,3,Order Bailers
62070,M,Brasil,,,,,0,1,0,1,3,Order Bailers
58365,F,China,,,,,0,1,0,1,3,Order Bailers
78612,F,China,,,,,0,1,0,1,3,Order Bailers
90508,F,United States,,,,,0,1,0,1,3,Order Bailers
496,F,Brasil,,,,,0,1,0,1,3,Order Bailers
25142,M,Germany,,,,,0,1,0,1,3,Order Bailers
33047,F,Brasil,,,,,0,1,0,1,3,Order Bailers
98060,F,Brasil,,,,,0,1,0,1,3,Order Bailers
81273,F,United States,,,,,0,1,0,1,3,Order Bailers
39919,M,United States,,,,,0,1,0,1,3,Order Bailers
39524,M,China,,,,,0,1,0,1,3,Order Bailers
85901,F,Spain,,,,,0,1,0,1,3,Order Bailers
96298,M,China,,,,,0,1,0,1,3,Order Bailers
52064,M,France,,,,,0,1,0,1,3,Order Bailers
48673,M,China,,,,,0,1,0,1,3,Order Bailers
44380,M,China,,,,,0,1,0,1,3,Order Bailers
65644,F,South Korea,,,,,0,1,0,1,3,Order Bailers
76638,M,Japan,,,,,0,1,0,1,3,Order Bailers
66244,M,Germany,,,,,0,1,0,1,3,Order Bailers
90719,F,Germany,,,,,0,1,0,1,3,Order Bailers
39365,M,France,,,,,0,1,0,1,3,Order Bailers
47977,M,Brasil,,,,,0,1,0,1,3,Order Bailers
9212,M,South Korea,,,,,0,1,0,1,3,Order Bailers
47745,M,China,,,,,0,1,0,1,3,Order Bailers
2607,F,China,,,,,0,1,0,1,3,Order Bailers
79233,F,France,,,,,0,1,0,1,3,Order Bailers
54758,F,China,,,,,0,1,0,1,3,Order Bailers
13539,F,United States,,,,,0,1,0,1,3,Order Bailers
96930,F,Brasil,,,,,0,1,0,1,3,Order Bailers
39200,M,Germany,,,,,0,1,0,1,3,Order Bailers
44652,M,United States,,,,,0,1,0,1,3,Order Bailers
58895,F,China,,,,,0,1,0,1,3,Order Bailers
96427,M,United States,,,,,0,1,0,1,3,Order Bailers
5230,M,China,,,,,0,1,0,1,3,Order Bailers
64394,F,United States,,,,,0,1,0,1,3,Order Bailers
44690,M,China,,,,,0,1,0,1,3,Order Bailers
91227,M,United States,,,,,0,1,0,1,3,Order Bailers
28554,F,China,,,,,0,1,0,1,3,Order Bailers
67348,F,United States,,,,,0,1,0,1,3,Order Bailers
29532,F,United Kingdom,,,,,0,1,0,1,3,Order Bailers
90929,M,China,,,,,0,1,0,1,3,Order Bailers
41756,F,China,,,,,0,1,0,1,3,Order Bailers
38959,M,Brasil,,,,,0,1,0,1,3,Order Bailers
19078,F,United States,,,,,0,1,0,1,3,Order Bailers
10031,F,Germany,,,,,0,2,0,1,4,Order Bailers
41529,F,United States,,,,,0,1,0,1,3,Order Bailers
84653,M,United States,,,,,0,1,0,1,3,Order Bailers
53796,M,China,,,,,0,1,0,1,3,Order Bailers
1933,F,Japan,,,,,0,1,0,1,3,Order Bailers
25960,M,United States,,,,,0,1,0,1,3,Order Bailers
83279,M,United States,,,,,0,1,0,1,3,Order Bailers
55395,M,China,,,,,0,1,0,1,3,Order Bailers
73910,M,China,,,,,0,1,0,1,3,Order Bailers
88020,M,Germany,,,,,0,1,0,1,3,Order Bailers
5543,F,United States,,,,,0,1,0,1,3,Order Bailers
78509,M,Brasil,,,,,0,1,0,1,3,Order Bailers
62483,F,China,,,,,0,1,0,1,3,Order Bailers
99434,F,United States,,,,,0,1,0,1,3,Order Bailers
41654,F,South Korea,,,,,0,1,0,1,3,Order Bailers
33211,F,South Korea,,,,,0,1,0,1,3,Order Bailers
3557,F,United Kingdom,,,,,0,1,0,1,3,Order Bailers
31452,F,Brasil,,,,,0,1,0,1,3,Order Bailers
47666,M,Spain,,,,,0,1,0,1,3,Order Bailers
49962,F,United States,,,,,0,1,0,1,3,Order Bailers
772,F,United States,,,,,0,1,0,1,3,Order Bailers
8454,M,United States,,,,,0,2,0,1,4,Order Bailers
40641,M,United States,,,,,0,1,0,1,3,Order Bailers
8806,M,South Korea,,,,,0,1,0,1,3,Order Bailers
19164,M,Brasil,,,,,0,1,0,1,3,Order Bailers
46788,M,United States,,,,,0,1,0,1,3,Order Bailers
7179,F,Spain,,,,,0,1,0,1,3,Order Bailers
79302,M,South Korea,,,,,0,1,0,1,3,Order Bailers
25577,F,China,,,,,0,1,0,1,3,Order Bailers
29305,M,United States,,,,,0,1,0,1,3,Order Bailers
45518,M,Brasil,,,,,0,1,0,1,3,Order Bailers
85318,M,Brasil,,,,,0,1,0,1,3,Order Bailers
11007,F,South Korea,,,,,0,1,0,1,3,Order Bailers
17694,F,China,,,,,0,1,0,1,3,Order Bailers
72584,F,Brasil,,,,,0,1,0,1,3,Order Bailers
90837,F,Brasil,,,,,0,1,0,1,3,Order Bailers
40998,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
38609,F,China,,,,,0,1,0,1,3,Order Bailers
44532,F,Brasil,,,,,0,1,0,1,3,Order Bailers
96475,M,China,,,,,0,1,0,1,3,Order Bailers
38491,M,Brasil,,,,,0,1,0,1,3,Order Bailers
64021,M,United States,,,,,0,1,0,1,3,Order Bailers
86791,M,China,,,,,0,1,0,1,3,Order Bailers
1023,M,China,,,,,0,1,0,1,3,Order Bailers
17274,M,China,,,,,0,1,0,1,3,Order Bailers
95814,F,China,,,,,0,1,0,1,3,Order Bailers
22861,F,Spain,,,,,0,1,0,1,3,Order Bailers
36815,M,South Korea,,,,,0,1,0,1,3,Order Bailers
76617,M,China,,,,,0,1,0,1,3,Order Bailers
23558,M,Brasil,,,,,0,1,0,1,3,Order Bailers
72974,M,United States,,,,,0,1,0,1,3,Order Bailers
89932,M,United States,,,,,0,2,0,1,4,Order Bailers
61484,M,China,,,,,0,1,0,1,3,Order Bailers
20210,F,Spain,,,,,0,1,0,1,3,Order Bailers
1873,M,Spain,,,,,0,1,0,1,3,Order Bailers
22494,M,Brasil,,,,,0,1,0,1,3,Order Bailers
69667,M,United States,,,,,0,1,0,1,3,Order Bailers
83303,M,South Korea,,,,,0,1,0,1,3,Order Bailers
14455,M,United States,,,,,0,1,0,1,3,Order Bailers
85793,M,United States,,,,,0,1,0,1,3,Order Bailers
46227,M,South Korea,,,,,0,1,0,1,3,Order Bailers
6066,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
71318,F,China,,,,,0,1,0,1,3,Order Bailers
1196,M,China,,,,,0,1,0,1,3,Order Bailers
6626,F,South Korea,,,,,0,1,0,1,3,Order Bailers
16998,M,China,,,,,0,1,0,1,3,Order Bailers
63322,M,China,,,,,0,1,0,1,3,Order Bailers
27620,M,China,,,,,0,1,0,1,3,Order Bailers
96258,F,United States,,,,,0,1,0,1,3,Order Bailers
11264,M,South Korea,,,,,0,1,0,1,3,Order Bailers
44997,M,United Kingdom,,,,,0,1,0,1,3,Order Bailers
57976,F,Brasil,,,,,0,1,0,1,3,Order Bailers
85353,F,Japan,,,,,0,1,0,1,3,Order Bailers
